tree_order,cell_name,parent,founder_lineage,generation_from_founder,depth_from_P0,is_terminal,x_position,birth_time_min,end_time_min,branch_duration_min,apop_fate,ignore_apoptosis_fate
264,ABalpppppaa,ABalpppppa,AB,9,10,True,129.0,235.0,263.0,28.0,Neuron,Neuron
265,ABalpppppap,ABalpppppa,AB,9,10,True,130.0,235.0,263.0,28.0,Neuron,Neuron
266,ABalpppppp,ABalppppp,AB,8,9,False,132.5,205.0,235.0,30.0,Unspecified,Neuron
267,ABalppppppa,ABalpppppp,AB,9,10,False,131.5,235.0,269.0,34.0,Unspecified,Neuron
268,ABalppppppaa,ABalppppppa,AB,10,11,True,131.0,269.0,297.0,28.0,Neuron,Neuron
269,ABalppppppap,ABalppppppa,AB,10,11,True,132.0,269.0,297.0,28.0,Death,Not annotated
270,ABalppppppp,ABalpppppp,AB,9,10,False,133.5,235.0,269.0,34.0,Neuron,Neuron
271,ABalpppppppa,ABalppppppp,AB,10,11,True,133.0,269.0,297.0,28.0,Neuron,Neuron
272,ABalpppppppp,ABalppppppp,AB,10,11,True,134.0,269.0,297.0,28.0,Neuron,Neuron
273,ABar,ABa,AB,2,3,False,195.703125,75.0,93.0,18.0,Unspecified,Unspecified
274,ABara,ABar,AB,3,4,False,167.3828125,93.0,112.0,19.0,Unspecified,Unspecified
275,ABaraa,ABara,AB,4,5,False,150.1875,112.0,132.0,20.0,Unspecified,Unspecified
276,ABaraaa,ABaraa,AB,5,6,False,141.9375,132.0,154.0,22.0,Unspecified,Unspecified
277,ABaraaaa,ABaraaa,AB,6,7,False,138.375,154.0,178.0,24.0,Unspecified,Pharynx
278,ABaraaaaa,ABaraaaa,AB,7,8,False,136.5,178.0,205.0,27.0,Pharynx,Pharynx
279,ABaraaaaaa,ABaraaaaa,AB,8,9,False,135.5,205.0,235.0,30.0,Pharynx,Pharynx
280,ABaraaaaaaa,ABaraaaaaa,AB,9,10,True,135.0,235.0,263.0,28.0,Pharynx,Pharynx
281,ABaraaaaaap,ABaraaaaaa,AB,9,10,True,136.0,235.0,263.0,28.0,Pharynx,Pharynx
282,ABaraaaaap,ABaraaaaa,AB,8,9,False,137.5,205.0,235.0,30.0,Pharynx,Pharynx
283,ABaraaaaapa,ABaraaaaap,AB,9,10,True,137.0,235.0,263.0,28.0,Pharynx,Pharynx
284,ABaraaaaapp,ABaraaaaap,AB,9,10,True,138.0,235.0,263.0,28.0,Pharynx,Pharynx
285,ABaraaaap,ABaraaaa,AB,7,8,False,140.25,178.0,205.0,27.0,Unspecified,Pharynx
286,ABaraaaapa,ABaraaaap,AB,8,9,False,139.5,205.0,235.0,30.0,Unspecified,Pharynx
287,ABaraaaapaa,ABaraaaapa,AB,9,10,True,139.0,235.0,263.0,28.0,Death,Not annotated
288,ABaraaaapap,ABaraaaapa,AB,9,10,True,140.0,235.0,263.0,28.0,Pharynx,Pharynx
289,ABaraaaapp,ABaraaaap,AB,8,9,True,141.0,205.0,233.0,28.0,Death,Not annotated
290,ABaraaap,ABaraaa,AB,6,7,False,145.5,154.0,178.0,24.0,Unspecified,Unspecified
291,ABaraaapa,ABaraaap,AB,7,8,False,143.5,178.0,205.0,27.0,Unspecified,Unspecified
292,ABaraaapaa,ABaraaapa,AB,8,9,False,142.5,205.0,235.0,30.0,Unspecified,Not annotated
293,ABaraaapaaa,ABaraaapaa,AB,9,10,True,142.0,235.0,263.0,28.0,Skin,Skin
294,ABaraaapaap,ABaraaapaa,AB,9,10,True,143.0,235.0,263.0,28.0,Pharynx,Pharynx
295,ABaraaapap,ABaraaapa,AB,8,9,False,144.5,205.0,235.0,30.0,Pharynx,Pharynx
296,ABaraaapapa,ABaraaapap,AB,9,10,True,144.0,235.0,263.0,28.0,Pharynx,Pharynx
297,ABaraaapapp,ABaraaapap,AB,9,10,True,145.0,235.0,263.0,28.0,Pharynx,Pharynx
298,ABaraaapp,ABaraaap,AB,7,8,False,147.5,178.0,205.0,27.0,Skin,Skin
299,ABaraaappa,ABaraaapp,AB,8,9,False,146.5,205.0,235.0,30.0,Skin,Skin
300,ABaraaappaa,ABaraaappa,AB,9,10,True,146.0,235.0,263.0,28.0,Skin,Skin
301,ABaraaappap,ABaraaappa,AB,9,10,True,147.0,235.0,263.0,28.0,Skin,Skin
302,ABaraaappp,ABaraaapp,AB,8,9,False,148.5,205.0,235.0,30.0,Skin,Skin
303,ABaraaapppa,ABaraaappp,AB,9,10,True,148.0,235.0,263.0,28.0,Skin,Skin
304,ABaraaapppp,ABaraaappp,AB,9,10,True,149.0,235.0,263.0,28.0,Skin,Skin
305,ABaraap,ABaraa,AB,5,6,False,158.4375,132.0,154.0,22.0,Unspecified,Pharynx
306,ABaraapa,ABaraap,AB,6,7,False,153.9375,154.0,178.0,24.0,Unspecified,Pharynx
307,ABaraapaa,ABaraapa,AB,7,8,False,151.5,178.0,205.0,27.0,Pharynx,Pharynx
308,ABaraapaaa,ABaraapaa,AB,8,9,False,150.5,205.0,235.0,30.0,Pharynx,Pharynx
309,ABaraapaaaa,ABaraapaaa,AB,9,10,True,150.0,235.0,263.0,28.0,Pharynx,Pharynx
310,ABaraapaaap,ABaraapaaa,AB,9,10,True,151.0,235.0,263.0,28.0,Pharynx,Pharynx
311,ABaraapaap,ABaraapaa,AB,8,9,False,152.5,205.0,235.0,30.0,Pharynx,Pharynx
312,ABaraapaapa,ABaraapaap,AB,9,10,True,152.0,235.0,263.0,28.0,Pharynx,Pharynx
313,ABaraapaapp,ABaraapaap,AB,9,10,True,153.0,235.0,263.0,28.0,Pharynx,Pharynx
314,ABaraapap,ABaraapa,AB,7,8,False,156.375,178.0,205.0,27.0,Unspecified,Pharynx
315,ABaraapapa,ABaraapap,AB,8,9,False,155.25,205.0,235.0,30.0,Unspecified,Pharynx
316,ABaraapapaa,ABaraapapa,AB,9,10,False,154.5,235.0,269.0,34.0,Unspecified,Pharynx
317,ABaraapapaad,ABaraapapaa,AB,10,11,True,154.0,269.0,297.0,28.0,Death,Not annotated
318,ABaraapapaav,ABaraapapaa,AB,10,11,True,155.0,269.0,297.0,28.0,Pharynx,Pharynx
319,ABaraapapap,ABaraapapa,AB,9,10,True,156.0,235.0,263.0,28.0,Pharynx,Pharynx
320,ABaraapapp,ABaraapap,AB,8,9,False,157.5,205.0,235.0,30.0,Pharynx,Pharynx
321,ABaraapappa,ABaraapapp,AB,9,10,True,157.0,235.0,263.0,28.0,Pharynx,Pharynx
322,ABaraapappp,ABaraapapp,AB,9,10,True,158.0,235.0,263.0,28.0,Pharynx,Pharynx
323,ABaraapp,ABaraap,AB,6,7,False,162.9375,154.0,178.0,24.0,Unspecified,Pharynx
324,ABaraappa,ABaraapp,AB,7,8,False,160.5,178.0,205.0,27.0,Pharynx,Pharynx
325,ABaraappaa,ABaraappa,AB,8,9,False,159.5,205.0,235.0,30.0,Pharynx,Pharynx
326,ABaraappaaa,ABaraappaa,AB,9,10,True,159.0,235.0,263.0,28.0,Pharynx,Pharynx
327,ABaraappaap,ABaraappaa,AB,9,10,True,160.0,235.0,263.0,28.0,Pharynx,Pharynx
328,ABaraappap,ABaraappa,AB,8,9,False,161.5,205.0,235.0,30.0,Pharynx,Pharynx
329,ABaraappapa,ABaraappap,AB,9,10,True,161.0,235.0,263.0,28.0,Pharynx,Pharynx
330,ABaraappapp,ABaraappap,AB,9,10,True,162.0,235.0,263.0,28.0,Pharynx,Pharynx
331,ABaraappp,ABaraapp,AB,7,8,False,165.375,178.0,205.0,27.0,Unspecified,Pharynx
332,ABaraapppa,ABaraappp,AB,8,9,False,164.25,205.0,235.0,30.0,Unspecified,Pharynx
333,ABaraapppaa,ABaraapppa,AB,9,10,False,163.5,235.0,269.0,34.0,Unspecified,Pharynx
334,ABaraapppaad,ABaraapppaa,AB,10,11,True,163.0,269.0,297.0,28.0,Death,Not annotated
335,ABaraapppaav,ABaraapppaa,AB,10,11,True,164.0,269.0,297.0,28.0,Pharynx,Pharynx
336,ABaraapppap,ABaraapppa,AB,9,10,True,165.0,235.0,263.0,28.0,Pharynx,Pharynx
337,ABaraapppp,ABaraappp,AB,8,9,False,166.5,205.0,235.0,30.0,Pharynx,Pharynx
338,ABaraappppa,ABaraapppp,AB,9,10,True,166.0,235.0,263.0,28.0,Pharynx,Pharynx
339,ABaraappppp,ABaraapppp,AB,9,10,True,167.0,235.0,263.0,28.0,Pharynx,Pharynx
340,ABarap,ABara,AB,4,5,False,184.578125,112.0,132.0,20.0,Unspecified,Unspecified
341,ABarapa,ABarap,AB,5,6,False,175.90625,132.0,154.0,22.0,Unspecified,Unspecified
342,ABarapaa,ABarapa,AB,6,7,False,171.5,154.0,178.0,24.0,Unspecified,Pharynx
